08:28:06.528 | DEBUG   | prefect.profiles - Using profile 'uat'
08:28:07.371 | DEBUG   | prefect.client - Connecting to API at http://0.0.0.0:4201/api/
08:28:07.394 | DEBUG   | prefect.client - Connecting to API at http://0.0.0.0:4201/api/
08:28:07.414 | DEBUG   | prefect.client - Connecting to API at http://0.0.0.0:4201/api/
Discovered type 'process' for work pool 'default'.
08:28:07.432 | DEBUG   | prefect.workers.process.processworker 853e55ce-760a-4c45-884f-563721ceeb78 - Entering worker context...
08:28:07.432 | DEBUG   | prefect.workers.process.processworker 853e55ce-760a-4c45-884f-563721ceeb78 - Setting up worker...
08:28:07.437 | DEBUG   | prefect.client - Connecting to API at http://0.0.0.0:4201/api/
08:28:07.453 | DEBUG   | prefect.workers.process.processworker 853e55ce-760a-4c45-884f-563721ceeb78 - Worker synchronized with the Prefect API server.
08:28:07.460 | DEBUG   | prefect.runner - Starting runner...
08:28:07.468 | DEBUG   | prefect.client - Connecting to API at http://0.0.0.0:4201/api/
08:28:07.474 | DEBUG   | prefect.workers.process.processworker 853e55ce-760a-4c45-884f-563721ceeb78 - Worker synchronized with the Prefect API server.
Worker 'ProcessWorker 853e55ce-760a-4c45-884f-563721ceeb78' started!
08:28:07.476 | DEBUG   | prefect.utilities.services.critical_service_loop - Starting run of 'get_and_submit_flow_runs'
08:28:07.477 | DEBUG   | prefect.workers.process.processworker 853e55ce-760a-4c45-884f-563721ceeb78 - Querying for flow runs scheduled before 2025-04-03 00:28:17.477156+00:00
08:28:07.477 | DEBUG   | prefect.utilities.services.critical_service_loop - Starting run of 'sync_with_backend'
08:28:07.483 | DEBUG   | prefect.events.clients - Reconnecting websocket connection.
08:28:07.483 | DEBUG   | prefect.events.clients - Opening websocket connection.
08:28:07.491 | DEBUG   | prefect.events.clients - Pinging to ensure websocket connected.
08:28:07.491 | DEBUG   | prefect.events.clients - Pong received. Websocket connected.
08:28:07.491 | DEBUG   | prefect.events.clients - Resending 0 unconfirmed events.
08:28:07.492 | DEBUG   | prefect.events.clients - Finished resending unconfirmed events.
08:28:07.492 | DEBUG   | prefect.client - Connecting to API at http://0.0.0.0:4201/api/
08:28:07.492 | DEBUG   | prefect.events.clients - EventsClient(id=4409605424): Emitting event id=ca63d070-2a60-4b8c-8e60-a52bf8371c2c.
08:28:07.492 | DEBUG   | prefect.events.clients - Added event id=ca63d070-2a60-4b8c-8e60-a52bf8371c2c to unconfirmed events list. There are now 1 unconfirmed events.
08:28:07.493 | DEBUG   | prefect.events.clients - EventsClient(id=4409605424): Emit reconnection attempt 0.
08:28:07.493 | DEBUG   | prefect.events.clients - EventsClient(id=4409605424): Sending event id=ca63d070-2a60-4b8c-8e60-a52bf8371c2c.
08:28:07.493 | DEBUG   | prefect.events.clients - EventsClient(id=4409605424): Checkpointing event id=ca63d070-2a60-4b8c-8e60-a52bf8371c2c.
08:28:07.500 | DEBUG   | prefect.workers.process.processworker 853e55ce-760a-4c45-884f-563721ceeb78 - Discovered 1 scheduled_flow_runs
08:28:07.501 | INFO    | prefect.flow_runs.worker - Worker 'ProcessWorker 853e55ce-760a-4c45-884f-563721ceeb78' submitting flow run 'a80a9968-4f21-4706-8b76-75b73713fb25'
08:28:07.502 | DEBUG   | prefect.client - Received response with retryable status code 503. Another attempt will be made in 1.7167342694396355s. This is attempt 1/6.
08:28:07.508 | DEBUG   | prefect.client - Connecting to API at http://0.0.0.0:4201/api/
08:28:07.633 | DEBUG   | prefect.workers.process.processworker 853e55ce-760a-4c45-884f-563721ceeb78 - Ready to submit a80a9968-4f21-4706-8b76-75b73713fb25: True
08:28:07.651 | DEBUG   | prefect.events.clients - EventsClient(id=4409605424): Emitting event id=0e040d52-0ad8-4efc-b7fa-66233f64adf5.
08:28:07.652 | DEBUG   | prefect.events.clients - Added event id=0e040d52-0ad8-4efc-b7fa-66233f64adf5 to unconfirmed events list. There are now 2 unconfirmed events.
08:28:07.652 | DEBUG   | prefect.events.clients - EventsClient(id=4409605424): Emit reconnection attempt 0.
08:28:07.652 | DEBUG   | prefect.events.clients - EventsClient(id=4409605424): Sending event id=0e040d52-0ad8-4efc-b7fa-66233f64adf5.
